#This map is createrd by MapFileWriter
<e> cube cube cube1 100.0 -16.975307 10.0 1.0 false
<e> null grassObject grassObjAtlas 185.0 25.950586 645.0 1.8431125 true
<e> null grassObject grassObjAtlas 190.0 25.043976 645.0 2.2823043 true
<e> null grassObject grassObjAtlas 190.0 25.043976 645.0 2.2823043 true
<e> null grassObject grassObjAtlas 195.0 24.221115 645.0 2.5944436 true
<e> null grassObject grassObjAtlas 195.0 24.221115 645.0 2.5944436 true
<e> null grassObject grassObjAtlas 200.0 23.804054 645.0 1.358045 true
<e> null grassObject grassObjAtlas 200.0 23.804054 645.0 1.358045 true
<e> null grassObject grassObjAtlas 205.0 21.85529 645.0 2.7762992 true
<e> null grassObject grassObjAtlas 205.0 21.85529 645.0 2.7762992 true
<e> null grassObject grassObjAtlas 210.0 19.59165 645.0 1.849941 true
<e> null grassObject grassObjAtlas 210.0 19.59165 645.0 1.849941 true
<e> null grassObject grassObjAtlas 215.0 18.116814 645.0 2.4310544 true
<e> null grassObject grassObjAtlas 215.0 18.116814 645.0 2.4310544 true
<e> null grassObject grassObjAtlas 220.0 18.929243 645.0 1.7359455 true
<e> null grassObject grassObjAtlas 220.0 18.929243 645.0 1.7359455 true
<e> null grassObject grassObjAtlas 225.0 20.478119 645.0 1.2391762 true
<e> null grassObject grassObjAtlas 225.0 20.478119 645.0 1.2391762 true
<e> null grassObject grassObjAtlas 230.0 21.397602 645.0 2.4781601 true
<e> null grassObject grassObjAtlas 230.0 21.397602 645.0 2.4781601 true
<e> null grassObject grassObjAtlas 235.0 21.061407 645.0 2.206752 true
<e> null grassObject grassObjAtlas 235.0 21.061407 645.0 2.206752 true
<e> null grassObject grassObjAtlas 240.0 19.902794 645.0 1.8440896 true
<e> null grassObject grassObjAtlas 240.0 19.902794 645.0 1.8440896 true
<e> null grassObject grassObjAtlas 245.0 17.236027 645.0 1.9568303 true
<e> null grassObject grassObjAtlas 245.0 17.236027 645.0 1.9568303 true
<e> null grassObject grassObjAtlas 250.0 15.923796 645.0 1.8240796 true
<e> null grassObject grassObjAtlas 250.0 15.923796 645.0 1.8240796 true
<e> null grassObject grassObjAtlas 255.0 14.710986 645.0 1.795411 true
<e> null grassObject grassObjAtlas 255.0 14.710986 645.0 1.795411 true
<e> null grassObject grassObjAtlas 260.0 13.680296 645.0 1.9329743 true
<e> null grassObject grassObjAtlas 260.0 13.680296 645.0 1.9329743 true
<e> null grassObject grassObjAtlas 265.0 13.108997 645.0 2.154975 true
<e> null grassObject grassObjAtlas 265.0 13.108997 645.0 2.154975 true
<e> null grassObject grassObjAtlas 270.0 13.797245 645.0 1.5839024 true
<e> null grassObject grassObjAtlas 270.0 13.797245 645.0 1.5839024 true
<e> null grassObject grassObjAtlas 275.0 14.740274 645.0 1.6971816 true
<e> null grassObject grassObjAtlas 275.0 14.740274 645.0 1.6971816 true
<e> null grassObject grassObjAtlas 280.0 15.396488 645.0 2.08841 true
<e> null grassObject grassObjAtlas 280.0 15.396488 645.0 2.08841 true
<e> null grassObject grassObjAtlas 285.0 16.125658 645.0 1.0728413 true
<e> null grassObject grassObjAtlas 285.0 16.125658 645.0 1.0728413 true
<e> null grassObject grassObjAtlas 290.0 17.022362 645.0 2.2265472 true
<e> null grassObject grassObjAtlas 290.0 17.022362 645.0 2.2265472 true
<e> null grassObject grassObjAtlas 295.0 19.271595 645.0 2.0387158 true
<e> null grassObject grassObjAtlas 295.0 19.271595 645.0 2.0387158 true
<e> null grassObject grassObjAtlas 300.0 21.720531 645.0 2.7058482 true
<e> null grassObject grassObjAtlas 300.0 21.720531 645.0 2.7058482 true
<e> null grassObject grassObjAtlas 305.0 23.394547 645.0 1.9206619 true
<e> null grassObject grassObjAtlas 305.0 23.394547 645.0 1.9206619 true
<e> null grassObject grassObjAtlas 310.0 24.008821 645.0 2.5586016 true
<e> null grassObject grassObjAtlas 310.0 24.008821 645.0 2.5586016 true
<e> null grassObject grassObjAtlas 315.0 24.64215 645.0 1.0508491 true
<e> null grassObject grassObjAtlas 315.0 24.64215 645.0 1.0508491 true
<e> null grassObject grassObjAtlas 320.0 24.196472 645.0 2.3877375 true
<e> null grassObject grassObjAtlas 320.0 24.196472 645.0 2.3877375 true
<e> null grassObject grassObjAtlas 325.0 23.747625 645.0 2.2092922 true
<e> null grassObject grassObjAtlas 325.0 23.747625 645.0 2.2092922 true
<e> null grassObject grassObjAtlas 330.0 23.400524 645.0 1.0447347 true
<e> null grassObject grassObjAtlas 330.0 23.400524 645.0 1.0447347 true
<e> null grassObject grassObjAtlas 335.0 22.981136 645.0 1.8389852 true
<e> null grassObject grassObjAtlas 335.0 22.981136 645.0 1.8389852 true
<e> null grassObject grassObjAtlas 340.0 22.093401 645.0 1.8960512 true
<e> null grassObject grassObjAtlas 340.0 22.093401 645.0 1.8960512 true
<e> null grassObject grassObjAtlas 345.0 22.383366 645.0 1.1080426 true
<e> null grassObject grassObjAtlas 345.0 22.383366 645.0 1.1080426 true
<e> null grassObject grassObjAtlas 350.0 24.174068 645.0 1.3018374 true
<e> null grassObject grassObjAtlas 350.0 24.174068 645.0 1.3018374 true
<e> null grassObject grassObjAtlas 355.0 25.005726 645.0 2.1461983 true
<e> null grassObject grassObjAtlas 355.0 25.005726 645.0 2.1461983 true
<e> null grassObject grassObjAtlas 360.0 24.117014 645.0 1.6925142 true
<e> null grassObject grassObjAtlas 360.0 24.117014 645.0 1.6925142 true
<e> null grassObject grassObjAtlas 365.0 22.509007 645.0 2.0277987 true
<e> null grassObject grassObjAtlas 365.0 22.509007 645.0 2.0277987 true
<e> null grassObject grassObjAtlas 370.0 19.59433 645.0 2.9918103 true
<e> null grassObject grassObjAtlas 370.0 19.59433 645.0 2.9918103 true
<e> null grassObject grassObjAtlas 375.0 17.1581 645.0 1.5063283 true
<e> null grassObject grassObjAtlas 375.0 17.1581 645.0 1.5063283 true
<e> null grassObject grassObjAtlas 380.0 14.712883 645.0 1.8119557 true
<e> null grassObject grassObjAtlas 380.0 14.712883 645.0 1.8119557 true
<e> null grassObject grassObjAtlas 385.0 12.920969 645.0 2.9800317 true
<e> null grassObject grassObjAtlas 385.0 12.920969 645.0 2.9800317 true
<e> null grassObject grassObjAtlas 390.0 10.917053 645.0 1.4570522 true
<e> null grassObject grassObjAtlas 390.0 10.917053 645.0 1.4570522 true
<e> null grassObject grassObjAtlas 395.0 11.754944 645.0 1.6941121 true
<e> null grassObject grassObjAtlas 395.0 11.754944 645.0 1.6941121 true
<e> null grassObject grassObjAtlas 400.0 14.075572 645.0 2.339599 true
<e> null grassObject grassObjAtlas 400.0 14.075572 645.0 2.339599 true
<e> null grassObject grassObjAtlas 405.0 15.02996 645.0 2.4283094 true
<e> null grassObject grassObjAtlas 405.0 15.02996 645.0 2.4283094 true
<e> null grassObject grassObjAtlas 410.0 14.120106 645.0 2.874343 true
<e> null grassObject grassObjAtlas 410.0 14.120106 645.0 2.874343 true
<e> null grassObject grassObjAtlas 415.0 12.352992 645.0 1.7016624 true
<e> null grassObject grassObjAtlas 415.0 12.352992 645.0 1.7016624 true
<e> null grassObject grassObjAtlas 420.0 10.132335 645.0 2.6009912 true
<e> null grassObject grassObjAtlas 420.0 10.132335 645.0 2.6009912 true
<e> null grassObject grassObjAtlas 425.0 7.5165424 645.0 2.3274398 true
<e> null grassObject grassObjAtlas 425.0 7.5165424 645.0 2.3274398 true
<e> null grassObject grassObjAtlas 430.0 4.8221292 645.0 2.4469614 true
<e> null grassObject grassObjAtlas 430.0 4.8221292 645.0 2.4469614 true
<e> null grassObject grassObjAtlas 435.0 1.9617442 645.0 1.6053677 true
<e> null grassObject grassObjAtlas 435.0 1.9617442 645.0 1.6053677 true
<e> null grassObject grassObjAtlas 440.0 -1.2187521 645.0 1.3236698 true
<e> null grassObject grassObjAtlas 440.0 -1.2187521 645.0 1.3236698 true
<e> null grassObject grassObjAtlas 445.0 -3.9104347 645.0 2.8363914 true
<e> null grassObject grassObjAtlas 445.0 -3.9104347 645.0 2.8363914 true
<e> null grassObject grassObjAtlas 450.0 -5.5570927 645.0 1.2115128 true
<e> null grassObject grassObjAtlas 450.0 -5.5570927 645.0 1.2115128 true
<e> null grassObject grassObjAtlas 455.0 -6.8245254 645.0 2.6345515 true
<e> null grassObject grassObjAtlas 455.0 -6.8245254 645.0 2.6345515 true
<e> null grassObject grassObjAtlas 460.0 -8.453309 645.0 2.4925456 true
<e> null grassObject grassObjAtlas 460.0 -8.453309 645.0 2.4925456 true
<e> null grassObject grassObjAtlas 465.0 -11.8661785 645.0 2.7946506 true
<e> null grassObject grassObjAtlas 465.0 -11.8661785 645.0 2.7946506 true
<e> null grassObject grassObjAtlas 470.0 -15.615383 645.0 2.4050817 true
<e> null grassObject grassObjAtlas 470.0 -15.615383 645.0 2.4050817 true
<e> null grassObject grassObjAtlas 475.0 -17.917019 645.0 1.5130014 true
<e> null grassObject grassObjAtlas 475.0 -17.917019 645.0 1.5130014 true
<e> null grassObject grassObjAtlas 480.0 -19.44237 645.0 2.3963854 true
<e> null grassObject grassObjAtlas 480.0 -19.44237 645.0 2.3963854 true
<e> null grassObject grassObjAtlas 485.0 -19.800327 645.0 2.4676912 true
<e> null grassObject grassObjAtlas 485.0 -19.800327 645.0 2.4676912 true
<e> null grassObject grassObjAtlas 490.0 -20.137785 645.0 1.0199738 true
<e> null grassObject grassObjAtlas 490.0 -20.137785 645.0 1.0199738 true
<e> null grassObject grassObjAtlas 495.0 -18.94747 645.0 1.7167349 true
<e> null grassObject grassObjAtlas 495.0 -18.94747 645.0 1.7167349 true
<e> null grassObject grassObjAtlas 500.0 -17.119751 645.0 2.4506521 true
<e> null grassObject grassObjAtlas 500.0 -17.119751 645.0 2.4506521 true
<e> null grassObject grassObjAtlas 505.0 -15.541286 645.0 2.295753 true
<e> null grassObject grassObjAtlas 505.0 -15.541286 645.0 2.295753 true
<e> null grassObject grassObjAtlas 510.0 -16.279057 645.0 2.1674395 true
<e> null grassObject grassObjAtlas 510.0 -16.279057 645.0 2.1674395 true
<e> null grassObject grassObjAtlas 515.0 -15.654651 645.0 2.6761417 true
<e> null grassObject grassObjAtlas 515.0 -15.654651 645.0 2.6761417 true
<e> null grassObject grassObjAtlas 520.0 -14.041997 645.0 1.7823669 true
<e> null grassObject grassObjAtlas 520.0 -14.041997 645.0 1.7823669 true
<e> null grassObject grassObjAtlas 525.0 -12.586295 645.0 1.4211289 true
<e> null grassObject grassObjAtlas 525.0 -12.586295 645.0 1.4211289 true
<e> null grassObject grassObjAtlas 530.0 -11.993994 645.0 1.1784244 true
<e> null grassObject grassObjAtlas 530.0 -11.993994 645.0 1.1784244 true
<e> null grassObject grassObjAtlas 535.0 -11.009965 645.0 2.1479063 true
<e> null grassObject grassObjAtlas 535.0 -11.009965 645.0 2.1479063 true
<e> null grassObject grassObjAtlas 540.0 -10.075243 645.0 1.2755325 true
<e> null grassObject grassObjAtlas 540.0 -10.075243 645.0 1.2755325 true
<e> null grassObject grassObjAtlas 545.0 -8.733517 645.0 2.622691 true
<e> null grassObject grassObjAtlas 545.0 -8.733517 645.0 2.622691 true
<e> null grassObject grassObjAtlas 550.0 -7.2402296 645.0 2.9885225 true
<e> null grassObject grassObjAtlas 550.0 -7.2402296 645.0 2.9885225 true
<e> null grassObject grassObjAtlas 555.0 -6.0900517 645.0 2.991875 true
<e> null grassObject grassObjAtlas 555.0 -6.0900517 645.0 2.991875 true
<e> null grassObject grassObjAtlas 560.0 -6.41909 645.0 2.8010645 true
<e> null grassObject grassObjAtlas 560.0 -6.41909 645.0 2.8010645 true
<e> null grassObject grassObjAtlas 565.0 -7.3587894 645.0 1.9523909 true
<e> null grassObject grassObjAtlas 565.0 -7.3587894 645.0 1.9523909 true
<e> null grassObject grassObjAtlas 570.0 -9.1157055 645.0 2.2859554 true
<e> null grassObject grassObjAtlas 570.0 -9.1157055 645.0 2.2859554 true
<e> null grassObject grassObjAtlas 575.0 -10.637787 645.0 1.4103068 true
<e> null grassObject grassObjAtlas 575.0 -10.637787 645.0 1.4103068 true
<e> null grassObject grassObjAtlas 580.0 -11.897514 645.0 1.6930517 true
<e> null grassObject grassObjAtlas 580.0 -11.897514 645.0 1.6930517 true
<e> null grassObject grassObjAtlas 585.0 -10.641134 645.0 1.8469892 true
<e> null grassObject grassObjAtlas 585.0 -10.641134 645.0 1.8469892 true
<e> null grassObject grassObjAtlas 590.0 -9.516108 645.0 1.1455381 true
<e> null grassObject grassObjAtlas 590.0 -9.516108 645.0 1.1455381 true
<e> null grassObject grassObjAtlas 595.0 -8.335866 645.0 1.3417048 true
<e> null grassObject grassObjAtlas 595.0 -8.335866 645.0 1.3417048 true
<e> null grassObject grassObjAtlas 600.0 -7.3376446 645.0 1.1835697 true
<e> null grassObject grassObjAtlas 600.0 -7.3376446 645.0 1.1835697 true
<e> null grassObject grassObjAtlas 605.0 -7.1679125 645.0 1.7792835 true
<e> null grassObject grassObjAtlas 605.0 -7.1679125 645.0 1.7792835 true
<e> null grassObject grassObjAtlas 610.0 -8.70264 645.0 1.4282336 true
<e> null grassObject grassObjAtlas 610.0 -8.70264 645.0 1.4282336 true
<e> null grassObject grassObjAtlas 615.0 -10.132682 645.0 1.1486932 true
<e> null grassObject grassObjAtlas 615.0 -10.132682 645.0 1.1486932 true
<e> null grassObject grassObjAtlas 620.0 -10.644795 645.0 2.4711542 true
<e> null grassObject grassObjAtlas 620.0 -10.644795 645.0 2.4711542 true
<e> null grassObject grassObjAtlas 625.0 -10.938801 645.0 2.6166234 true
<e> null grassObject grassObjAtlas 625.0 -10.938801 645.0 2.6166234 true
<e> null grassObject grassObjAtlas 630.0 -12.661943 645.0 1.0950388 true
<e> null grassObject grassObjAtlas 630.0 -12.661943 645.0 1.0950388 true
<e> null grassObject grassObjAtlas 635.0 -14.195199 645.0 1.9991716 true
<e> null grassObject grassObjAtlas 635.0 -14.195199 645.0 1.9991716 true
<e> null grassObject grassObjAtlas 640.0 -15.2115345 645.0 1.3734373 true
<e> null grassObject grassObjAtlas 640.0 -15.2115345 645.0 1.3734373 true
<e> null grassObject grassObjAtlas 645.0 -15.956041 645.0 1.770509 true
<e> null grassObject grassObjAtlas 645.0 -15.956041 645.0 1.770509 true
<e> null grassObject grassObjAtlas 650.0 -16.261076 645.0 2.7655852 true
<e> null grassObject grassObjAtlas 650.0 -16.261076 645.0 2.7655852 true
<e> null grassObject grassObjAtlas 655.0 -15.41786 645.0 2.412245 true
<e> null grassObject grassObjAtlas 655.0 -15.41786 645.0 2.412245 true
<e> null grassObject grassObjAtlas 660.0 -16.738285 645.0 2.1023364 true
<e> null grassObject grassObjAtlas 660.0 -16.738285 645.0 2.1023364 true
<e> null grassObject grassObjAtlas 665.0 -17.986618 645.0 1.9495945 true
<e> null grassObject grassObjAtlas 665.0 -17.986618 645.0 1.9495945 true
<e> null grassObject grassObjAtlas 670.0 -19.886965 645.0 1.3459784 true
<e> null grassObject grassObjAtlas 670.0 -19.886965 645.0 1.3459784 true
<e> null grassObject grassObjAtlas 675.0 -21.933367 645.0 2.3251877 true
<e> null grassObject grassObjAtlas 675.0 -21.933367 645.0 2.3251877 true
<e> null grassObject grassObjAtlas 680.0 -24.143011 645.0 2.600577 true
<e> null grassObject grassObjAtlas 680.0 -24.143011 645.0 2.600577 true
<e> null grassObject grassObjAtlas 685.0 -23.681717 645.0 2.8694265 true
<e> null grassObject grassObjAtlas 685.0 -23.681717 645.0 2.8694265 true
<e> null grassObject grassObjAtlas 690.0 -24.216955 645.0 1.3570405 true
<e> null grassObject grassObjAtlas 690.0 -24.216955 645.0 1.3570405 true
<e> null grassObject grassObjAtlas 695.0 -24.930698 645.0 2.734973 true
<e> null grassObject grassObjAtlas 695.0 -24.930698 645.0 2.734973 true
<e> null grassObject grassObjAtlas 700.0 -25.111958 645.0 2.0912242 true
<e> null grassObject grassObjAtlas 700.0 -25.111958 645.0 2.0912242 true
<e> null grassObject grassObjAtlas 705.0 -24.004915 645.0 2.6257668 true
<e> null grassObject grassObjAtlas 705.0 -24.004915 645.0 2.6257668 true
<e> null grassObject grassObjAtlas 710.0 -24.768646 645.0 1.7132616 true
<e> null grassObject grassObjAtlas 710.0 -24.768646 645.0 1.7132616 true
<e> null grassObject grassObjAtlas 715.0 -26.171608 645.0 1.4776585 true
<e> null grassObject grassObjAtlas 715.0 -26.171608 645.0 1.4776585 true
<e> null grassObject grassObjAtlas 720.0 -27.259499 645.0 2.017281 true
<e> null grassObject grassObjAtlas 720.0 -27.259499 645.0 2.017281 true
<e> null grassObject grassObjAtlas 725.0 -26.604124 645.0 1.6043613 true
<e> null grassObject grassObjAtlas 725.0 -26.604124 645.0 1.6043613 true
<e> null grassObject grassObjAtlas 730.0 -26.43071 645.0 2.1344042 true
<e> null grassObject grassObjAtlas 730.0 -26.43071 645.0 2.1344042 true
<e> null grassObject grassObjAtlas 735.0 -26.325026 645.0 2.0311904 true
<e> null grassObject grassObjAtlas 735.0 -26.325026 645.0 2.0311904 true
<e> null grassObject grassObjAtlas 740.0 -24.732914 645.0 2.386314 true
<e> null grassObject grassObjAtlas 740.0 -24.732914 645.0 2.386314 true
<e> null grassObject grassObjAtlas 745.0 -22.078995 645.0 2.7785382 true
<e> null grassObject grassObjAtlas 745.0 -22.078995 645.0 2.7785382 true
<e> null grassObject grassObjAtlas 750.0 -19.01373 645.0 1.1158495 true
<e> null grassObject grassObjAtlas 750.0 -19.01373 645.0 1.1158495 true
<e> null grassObject grassObjAtlas 755.0 -17.896019 645.0 2.3619459 true
<e> null grassObject grassObjAtlas 755.0 -17.896019 645.0 2.3619459 true
<e> null grassObject grassObjAtlas 760.0 -18.336506 645.0 2.6854448 true
<e> null grassObject grassObjAtlas 760.0 -18.336506 645.0 2.6854448 true
<e> null grassObject grassObjAtlas 765.0 -20.094488 645.0 2.037025 true
<e> null grassObject grassObjAtlas 765.0 -20.094488 645.0 2.037025 true
<e> null grassObject grassObjAtlas 770.0 -22.778503 645.0 2.440411 true
<e> null grassObject grassObjAtlas 770.0 -22.778503 645.0 2.440411 true
<e> null grassObject grassObjAtlas 775.0 -25.914028 645.0 2.7826104 true
<e> null grassObject grassObjAtlas 775.0 -25.914028 645.0 2.7826104 true
<e> null grassObject grassObjAtlas 780.0 -28.283955 645.0 1.9949431 true
<e> null grassObject grassObjAtlas 780.0 -28.283955 645.0 1.9949431 true
<e> null grassObject grassObjAtlas 785.0 -31.229347 645.0 2.787901 true
<e> null grassObject grassObjAtlas 785.0 -31.229347 645.0 2.787901 true
<e> null grassObject grassObjAtlas 790.0 -35.530014 645.0 1.583483 true
<e> null grassObject grassObjAtlas 790.0 -35.530014 645.0 1.583483 true
<e> null grassObject grassObjAtlas 795.0 -39.514385 645.0 1.5487397 true
<e> null grassObject grassObjAtlas 795.0 -39.514385 645.0 1.5487397 true
<e> null grassObject grassObjAtlas 0.0 -1.3040032 650.0 2.704051 true
<e> null grassObject grassObjAtlas 0.0 -1.3040032 650.0 2.704051 true
<e> null grassObject grassObjAtlas 5.0 -1.4007804 650.0 2.5006073 true
<e> null grassObject grassObjAtlas 5.0 -1.4007804 650.0 2.5006073 true
<e> null grassObject grassObjAtlas 10.0 -0.2738839 650.0 1.0450327 true
<e> null grassObject grassObjAtlas 10.0 -0.2738839 650.0 1.0450327 true
<e> null grassObject grassObjAtlas 15.0 0.930706 650.0 2.4936328 true
<e> null grassObject grassObjAtlas 15.0 0.930706 650.0 2.4936328 true
<e> null grassObject grassObjAtlas 20.0 1.4702445 650.0 2.3205478 true
<e> null grassObject grassObjAtlas 20.0 1.4702445 650.0 2.3205478 true
<e> null grassObject grassObjAtlas 25.0 0.7202571 650.0 1.0764565 true
<e> null grassObject grassObjAtlas 25.0 0.7202571 650.0 1.0764565 true
<e> null grassObject grassObjAtlas 30.0 0.6796526 650.0 2.6360865 true
<e> null grassObject grassObjAtlas 30.0 0.6796526 650.0 2.6360865 true
<e> null grassObject grassObjAtlas 35.0 2.0104897 650.0 2.3858995 true
<e> null grassObject grassObjAtlas 35.0 2.0104897 650.0 2.3858995 true
<e> null grassObject grassObjAtlas 40.0 3.0582192 650.0 2.26597 true
<e> null grassObject grassObjAtlas 40.0 3.0582192 650.0 2.26597 true
<e> null grassObject grassObjAtlas 45.0 3.068514 650.0 1.9791038 true
<e> null grassObject grassObjAtlas 45.0 3.068514 650.0 1.9791038 true
<e> null grassObject grassObjAtlas 50.0 2.8260896 650.0 1.0539953 true
<e> null grassObject grassObjAtlas 50.0 2.8260896 650.0 1.0539953 true
<e> null grassObject grassObjAtlas 55.0 2.7315242 650.0 2.89138 true
<e> null grassObject grassObjAtlas 55.0 2.7315242 650.0 2.89138 true
<e> null grassObject grassObjAtlas 60.0 3.4667654 650.0 1.2612756 true
<e> null grassObject grassObjAtlas 60.0 3.4667654 650.0 1.2612756 true
<e> null grassObject grassObjAtlas 65.0 4.6047583 650.0 2.909946 true
<e> null grassObject grassObjAtlas 65.0 4.6047583 650.0 2.909946 true
<e> null grassObject grassObjAtlas 70.0 6.1216297 650.0 2.6999154 true
<e> null grassObject grassObjAtlas 70.0 6.1216297 650.0 2.6999154 true
<e> null grassObject grassObjAtlas 75.0 7.28216 650.0 1.0308279 true
<e> null grassObject grassObjAtlas 75.0 7.28216 650.0 1.0308279 true
<e> null grassObject grassObjAtlas 80.0 8.37871 650.0 1.933148 true
<e> null grassObject grassObjAtlas 80.0 8.37871 650.0 1.933148 true
<e> null grassObject grassObjAtlas 85.0 11.075246 650.0 1.4794425 true
<e> null grassObject grassObjAtlas 85.0 11.075246 650.0 1.4794425 true
<e> null grassObject grassObjAtlas 90.0 14.113245 650.0 2.623571 true
<e> null grassObject grassObjAtlas 90.0 14.113245 650.0 2.623571 true
<e> null grassObject grassObjAtlas 95.0 16.17681 650.0 2.8470485 true
<e> null grassObject grassObjAtlas 95.0 16.17681 650.0 2.8470485 true
<e> null grassObject grassObjAtlas 100.0 15.48408 650.0 2.6090126 true
<e> null grassObject grassObjAtlas 100.0 15.48408 650.0 2.6090126 true
<e> null grassObject grassObjAtlas 105.0 17.059582 650.0 2.8038611 true
<e> null grassObject grassObjAtlas 105.0 17.059582 650.0 2.8038611 true
<e> null grassObject grassObjAtlas 110.0 21.011793 650.0 2.7245095 true
<e> null grassObject grassObjAtlas 110.0 21.011793 650.0 2.7245095 true
<e> null grassObject grassObjAtlas 115.0 25.715767 650.0 1.6299374 true
<e> null grassObject grassObjAtlas 115.0 25.715767 650.0 1.6299374 true
<e> null grassObject grassObjAtlas 120.0 29.406342 650.0 1.919239 true
<e> null grassObject grassObjAtlas 120.0 29.406342 650.0 1.919239 true
<e> null grassObject grassObjAtlas 125.0 31.997507 650.0 2.2479682 true
<e> null grassObject grassObjAtlas 125.0 31.997507 650.0 2.2479682 true
<e> null grassObject grassObjAtlas 130.0 33.518097 650.0 1.8957076 true
<e> null grassObject grassObjAtlas 130.0 33.518097 650.0 1.8957076 true
<e> null grassObject grassObjAtlas 135.0 34.31044 650.0 2.4951348 true
<e> null grassObject grassObjAtlas 135.0 34.31044 650.0 2.4951348 true
<e> null grassObject grassObjAtlas 140.0 34.639977 650.0 1.7878871 true
<e> null grassObject grassObjAtlas 140.0 34.639977 650.0 1.7878871 true
<e> null grassObject grassObjAtlas 145.0 34.879257 650.0 1.6376976 true
<e> null grassObject grassObjAtlas 145.0 34.879257 650.0 1.6376976 true
<e> null grassObject grassObjAtlas 150.0 35.009083 650.0 1.6645126 true
<e> null grassObject grassObjAtlas 150.0 35.009083 650.0 1.6645126 true
<e> null grassObject grassObjAtlas 155.0 34.789925 650.0 1.3717781 true
<e> null grassObject grassObjAtlas 155.0 34.789925 650.0 1.3717781 true
<e> null grassObject grassObjAtlas 160.0 34.01204 650.0 2.668747 true
<e> null grassObject grassObjAtlas 160.0 34.01204 650.0 2.668747 true
<e> null grassObject grassObjAtlas 165.0 32.291294 650.0 1.1828531 true
<e> null grassObject grassObjAtlas 165.0 32.291294 650.0 1.1828531 true
<e> null grassObject grassObjAtlas 170.0 30.020555 650.0 1.067558 true
<e> null grassObject grassObjAtlas 170.0 30.020555 650.0 1.067558 true
<e> null grassObject grassObjAtlas 175.0 28.096449 650.0 2.5271 true
<e> null grassObject grassObjAtlas 175.0 28.096449 650.0 2.5271 true
<e> null grassObject grassObjAtlas 180.0 26.38522 650.0 1.4713147 true
<e> null grassObject grassObjAtlas 180.0 26.38522 650.0 1.4713147 true
<e> null grassObject grassObjAtlas 185.0 25.049454 650.0 2.0784087 true
<e> null grassObject grassObjAtlas 185.0 25.049454 650.0 2.0784087 true
<e> null grassObject grassObjAtlas 190.0 23.948158 650.0 1.9904258 true
<e> null grassObject grassObjAtlas 190.0 23.948158 650.0 1.9904258 true
<e> null grassObject grassObjAtlas 195.0 22.517178 650.0 2.6403809 true
<e> null grassObject grassObjAtlas 195.0 22.517178 650.0 2.6403809 true
<e> null grassObject grassObjAtlas 200.0 20.779942 650.0 1.5217373 true
<e> null grassObject grassObjAtlas 200.0 20.779942 650.0 1.5217373 true
<e> null grassObject grassObjAtlas 205.0 18.736744 650.0 2.2939897 true
<e> null grassObject grassObjAtlas 205.0 18.736744 650.0 2.2939897 true
<e> null grassObject grassObjAtlas 210.0 17.08972 650.0 1.0094693 true
<e> null grassObject grassObjAtlas 210.0 17.08972 650.0 1.0094693 true
<e> null grassObject grassObjAtlas 215.0 16.243895 650.0 1.1360369 true
<e> null grassObject grassObjAtlas 215.0 16.243895 650.0 1.1360369 true
<e> null grassObject grassObjAtlas 220.0 17.509573 650.0 1.1166447 true
<e> null grassObject grassObjAtlas 220.0 17.509573 650.0 1.1166447 true
<e> null grassObject grassObjAtlas 225.0 18.403769 650.0 2.414631 true
<e> null grassObject grassObjAtlas 225.0 18.403769 650.0 2.414631 true
<e> null grassObject grassObjAtlas 230.0 18.685343 650.0 1.8923516 true
<e> null grassObject grassObjAtlas 230.0 18.685343 650.0 1.8923516 true
<e> null grassObject grassObjAtlas 235.0 18.688208 650.0 1.9953854 true
<e> null grassObject grassObjAtlas 235.0 18.688208 650.0 1.9953854 true
<e> null grassObject grassObjAtlas 240.0 18.068703 650.0 2.7531862 true
<e> null grassObject grassObjAtlas 240.0 18.068703 650.0 2.7531862 true
<e> null grassObject grassObjAtlas 245.0 15.986895 650.0 1.5619326 true
<e> null grassObject grassObjAtlas 245.0 15.986895 650.0 1.5619326 true
<e> null grassObject grassObjAtlas 250.0 14.463282 650.0 2.345498 true
<e> null grassObject grassObjAtlas 250.0 14.463282 650.0 2.345498 true
<e> null grassObject grassObjAtlas 255.0 13.555401 650.0 1.5888977 true
<e> null grassObject grassObjAtlas 255.0 13.555401 650.0 1.5888977 true
<e> null grassObject grassObjAtlas 260.0 13.317619 650.0 2.9564729 true
<e> null grassObject grassObjAtlas 260.0 13.317619 650.0 2.9564729 true
<e> null grassObject grassObjAtlas 265.0 13.642832 650.0 1.4032333 true
<e> null grassObject grassObjAtlas 265.0 13.642832 650.0 1.4032333 true
<e> null grassObject grassObjAtlas 270.0 14.956733 650.0 1.3407948 true
<e> null grassObject grassObjAtlas 270.0 14.956733 650.0 1.3407948 true
<e> null grassObject grassObjAtlas 275.0 16.721964 650.0 2.2055123 true
<e> null grassObject grassObjAtlas 275.0 16.721964 650.0 2.2055123 true
<e> null grassObject grassObjAtlas 280.0 18.248663 650.0 2.7760212 true
<e> null grassObject grassObjAtlas 280.0 18.248663 650.0 2.7760212 true
<e> null grassObject grassObjAtlas 285.0 19.560673 650.0 1.0474528 true
<e> null grassObject grassObjAtlas 285.0 19.560673 650.0 1.0474528 true
<e> null grassObject grassObjAtlas 290.0 20.890907 650.0 1.4105134 true
<e> null grassObject grassObjAtlas 290.0 20.890907 650.0 1.4105134 true
