#This map is createrd by MapFileWriter
<e> cube cube cube1 100.0 3.4663596 10.0 1.0 false
<e> null grassObject grassObjAtlas 785.0 -11.360559 755.0 2.2734568 true
<e> null grassObject grassObjAtlas 785.0 -11.360559 755.0 2.2734568 true
<e> null grassObject grassObjAtlas 790.0 -12.025688 755.0 2.6486857 true
<e> null grassObject grassObjAtlas 790.0 -12.025688 755.0 2.6486857 true
<e> null grassObject grassObjAtlas 795.0 -12.173585 755.0 1.5252914 true
<e> null grassObject grassObjAtlas 795.0 -12.173585 755.0 1.5252914 true
<e> null grassObject grassObjAtlas 0.0 -33.413116 760.0 1.9444103 true
<e> null grassObject grassObjAtlas 0.0 -33.413116 760.0 1.9444103 true
<e> null grassObject grassObjAtlas 5.0 -33.35299 760.0 2.5229263 true
<e> null grassObject grassObjAtlas 5.0 -33.35299 760.0 2.5229263 true
<e> null grassObject grassObjAtlas 10.0 -33.252373 760.0 1.48499 true
<e> null grassObject grassObjAtlas 10.0 -33.252373 760.0 1.48499 true
<e> null grassObject grassObjAtlas 15.0 -32.44532 760.0 2.8145232 true
<e> null grassObject grassObjAtlas 15.0 -32.44532 760.0 2.8145232 true
<e> null grassObject grassObjAtlas 20.0 -30.620298 760.0 2.1599581 true
<e> null grassObject grassObjAtlas 20.0 -30.620298 760.0 2.1599581 true
<e> null grassObject grassObjAtlas 25.0 -27.21344 760.0 2.8808637 true
<e> null grassObject grassObjAtlas 25.0 -27.21344 760.0 2.8808637 true
<e> null grassObject grassObjAtlas 30.0 -24.538664 760.0 1.9724722 true
<e> null grassObject grassObjAtlas 30.0 -24.538664 760.0 1.9724722 true
<e> null grassObject grassObjAtlas 35.0 -22.804417 760.0 1.3295733 true
<e> null grassObject grassObjAtlas 35.0 -22.804417 760.0 1.3295733 true
<e> null grassObject grassObjAtlas 40.0 -21.200413 760.0 1.3435113 true
<e> null grassObject grassObjAtlas 40.0 -21.200413 760.0 1.3435113 true
<e> null grassObject grassObjAtlas 45.0 -18.871305 760.0 2.0009546 true
<e> null grassObject grassObjAtlas 45.0 -18.871305 760.0 2.0009546 true
<e> null grassObject grassObjAtlas 50.0 -16.61814 760.0 1.0459125 true
<e> null grassObject grassObjAtlas 50.0 -16.61814 760.0 1.0459125 true
<e> null grassObject grassObjAtlas 55.0 -15.948987 760.0 1.2777382 true
<e> null grassObject grassObjAtlas 55.0 -15.948987 760.0 1.2777382 true
<e> null grassObject grassObjAtlas 60.0 -15.362295 760.0 2.7623186 true
<e> null grassObject grassObjAtlas 60.0 -15.362295 760.0 2.7623186 true
<e> null grassObject grassObjAtlas 65.0 -14.489639 760.0 2.8119593 true
<e> null grassObject grassObjAtlas 65.0 -14.489639 760.0 2.8119593 true
<e> null grassObject grassObjAtlas 70.0 -11.51173 760.0 2.4757857 true
<e> null grassObject grassObjAtlas 70.0 -11.51173 760.0 2.4757857 true
<e> null grassObject grassObjAtlas 75.0 -7.835311 760.0 2.9731255 true
<e> null grassObject grassObjAtlas 75.0 -7.835311 760.0 2.9731255 true
<e> null grassObject grassObjAtlas 80.0 -3.8423915 760.0 1.2835763 true
<e> null grassObject grassObjAtlas 80.0 -3.8423915 760.0 1.2835763 true
<e> null grassObject grassObjAtlas 85.0 -0.08169222 760.0 1.7722805 true
<e> null grassObject grassObjAtlas 85.0 -0.08169222 760.0 1.7722805 true
<e> null grassObject grassObjAtlas 90.0 2.6960852 760.0 1.6661363 true
<e> null grassObject grassObjAtlas 90.0 2.6960852 760.0 1.6661363 true
<e> null grassObject grassObjAtlas 95.0 4.1756144 760.0 1.5472231 true
<e> null grassObject grassObjAtlas 95.0 4.1756144 760.0 1.5472231 true
<e> null grassObject grassObjAtlas 100.0 5.275395 760.0 2.418261 true
<e> null grassObject grassObjAtlas 100.0 5.275395 760.0 2.418261 true
<e> null grassObject grassObjAtlas 105.0 6.524239 760.0 1.056936 true
<e> null grassObject grassObjAtlas 105.0 6.524239 760.0 1.056936 true
<e> null grassObject grassObjAtlas 110.0 7.345928 760.0 1.3130342 true
<e> null grassObject grassObjAtlas 110.0 7.345928 760.0 1.3130342 true
<e> null grassObject grassObjAtlas 115.0 7.1137 760.0 1.1114372 true
<e> null grassObject grassObjAtlas 115.0 7.1137 760.0 1.1114372 true
<e> null grassObject grassObjAtlas 120.0 5.8195114 760.0 2.8576548 true
<e> null grassObject grassObjAtlas 120.0 5.8195114 760.0 2.8576548 true
<e> null grassObject grassObjAtlas 125.0 5.0054398 760.0 2.7712374 true
<e> null grassObject grassObjAtlas 125.0 5.0054398 760.0 2.7712374 true
<e> null grassObject grassObjAtlas 130.0 6.8746815 760.0 2.2312932 true
<e> null grassObject grassObjAtlas 130.0 6.8746815 760.0 2.2312932 true
<e> null grassObject grassObjAtlas 135.0 8.888373 760.0 2.3340592 true
<e> null grassObject grassObjAtlas 135.0 8.888373 760.0 2.3340592 true
<e> null grassObject grassObjAtlas 140.0 10.280809 760.0 2.4674659 true
<e> null grassObject grassObjAtlas 140.0 10.280809 760.0 2.4674659 true
<e> null grassObject grassObjAtlas 145.0 10.823799 760.0 1.6624253 true
<e> null grassObject grassObjAtlas 145.0 10.823799 760.0 1.6624253 true
<e> null grassObject grassObjAtlas 150.0 12.696287 760.0 1.2372046 true
<e> null grassObject grassObjAtlas 150.0 12.696287 760.0 1.2372046 true
<e> null grassObject grassObjAtlas 155.0 14.141386 760.0 2.302332 true
<e> null grassObject grassObjAtlas 155.0 14.141386 760.0 2.302332 true
<e> null grassObject grassObjAtlas 160.0 15.302859 760.0 2.0657842 true
<e> null grassObject grassObjAtlas 160.0 15.302859 760.0 2.0657842 true
<e> null grassObject grassObjAtlas 165.0 15.858604 760.0 1.7399659 true
<e> null grassObject grassObjAtlas 165.0 15.858604 760.0 1.7399659 true
<e> null grassObject grassObjAtlas 170.0 16.083796 760.0 1.6176237 true
<e> null grassObject grassObjAtlas 170.0 16.083796 760.0 1.6176237 true
<e> null grassObject grassObjAtlas 175.0 15.611422 760.0 1.0109787 true
<e> null grassObject grassObjAtlas 175.0 15.611422 760.0 1.0109787 true
<e> null grassObject grassObjAtlas 180.0 16.829788 760.0 2.7349243 true
<e> null grassObject grassObjAtlas 180.0 16.829788 760.0 2.7349243 true
<e> null grassObject grassObjAtlas 185.0 19.380552 760.0 2.7171721 true
<e> null grassObject grassObjAtlas 185.0 19.380552 760.0 2.7171721 true
<e> null grassObject grassObjAtlas 190.0 22.487684 760.0 1.420819 true
<e> null grassObject grassObjAtlas 190.0 22.487684 760.0 1.420819 true
<e> null grassObject grassObjAtlas 195.0 26.794695 760.0 2.8517778 true
<e> null grassObject grassObjAtlas 195.0 26.794695 760.0 2.8517778 true
<e> null grassObject grassObjAtlas 200.0 29.109383 760.0 2.903552 true
<e> null grassObject grassObjAtlas 200.0 29.109383 760.0 2.903552 true
<e> null grassObject grassObjAtlas 205.0 29.088398 760.0 2.251256 true
<e> null grassObject grassObjAtlas 205.0 29.088398 760.0 2.251256 true
<e> null grassObject grassObjAtlas 210.0 27.775356 760.0 2.572077 true
<e> null grassObject grassObjAtlas 210.0 27.775356 760.0 2.572077 true
<e> null grassObject grassObjAtlas 215.0 26.495178 760.0 2.0744467 true
<e> null grassObject grassObjAtlas 215.0 26.495178 760.0 2.0744467 true
<e> null grassObject grassObjAtlas 220.0 23.954966 760.0 2.9843092 true
<e> null grassObject grassObjAtlas 220.0 23.954966 760.0 2.9843092 true
<e> null grassObject grassObjAtlas 225.0 22.043282 760.0 1.5858783 true
<e> null grassObject grassObjAtlas 225.0 22.043282 760.0 1.5858783 true
<e> null grassObject grassObjAtlas 230.0 20.620522 760.0 1.6471298 true
<e> null grassObject grassObjAtlas 230.0 20.620522 760.0 1.6471298 true
<e> null grassObject grassObjAtlas 235.0 18.689205 760.0 2.3473234 true
<e> null grassObject grassObjAtlas 235.0 18.689205 760.0 2.3473234 true
<e> null grassObject grassObjAtlas 240.0 16.35556 760.0 1.9634788 true
<e> null grassObject grassObjAtlas 240.0 16.35556 760.0 1.9634788 true
<e> null grassObject grassObjAtlas 245.0 16.085844 760.0 1.3897178 true
<e> null grassObject grassObjAtlas 245.0 16.085844 760.0 1.3897178 true
<e> null grassObject grassObjAtlas 250.0 17.256233 760.0 1.0290536 true
<e> null grassObject grassObjAtlas 250.0 17.256233 760.0 1.0290536 true
<e> null grassObject grassObjAtlas 255.0 18.128191 760.0 2.2670252 true
<e> null grassObject grassObjAtlas 255.0 18.128191 760.0 2.2670252 true
<e> null grassObject grassObjAtlas 260.0 19.124065 760.0 2.0130715 true
<e> null grassObject grassObjAtlas 260.0 19.124065 760.0 2.0130715 true
<e> null grassObject grassObjAtlas 265.0 19.555525 760.0 1.3365248 true
<e> null grassObject grassObjAtlas 265.0 19.555525 760.0 1.3365248 true
<e> null grassObject grassObjAtlas 270.0 20.857683 760.0 1.1293638 true
<e> null grassObject grassObjAtlas 270.0 20.857683 760.0 1.1293638 true
<e> null grassObject grassObjAtlas 275.0 21.337852 760.0 2.9494653 true
<e> null grassObject grassObjAtlas 275.0 21.337852 760.0 2.9494653 true
<e> null grassObject grassObjAtlas 280.0 21.794712 760.0 1.9320278 true
<e> null grassObject grassObjAtlas 280.0 21.794712 760.0 1.9320278 true
<e> null grassObject grassObjAtlas 285.0 22.377808 760.0 1.2865887 true
<e> null grassObject grassObjAtlas 285.0 22.377808 760.0 1.2865887 true
<e> null grassObject grassObjAtlas 290.0 23.416115 760.0 2.371607 true
<e> null grassObject grassObjAtlas 290.0 23.416115 760.0 2.371607 true
<e> null grassObject grassObjAtlas 295.0 23.343239 760.0 2.6803253 true
<e> null grassObject grassObjAtlas 295.0 23.343239 760.0 2.6803253 true
<e> null grassObject grassObjAtlas 300.0 22.49009 760.0 2.0220697 true
<e> null grassObject grassObjAtlas 300.0 22.49009 760.0 2.0220697 true
<e> null grassObject grassObjAtlas 305.0 21.191925 760.0 1.8064926 true
<e> null grassObject grassObjAtlas 305.0 21.191925 760.0 1.8064926 true
<e> null grassObject grassObjAtlas 310.0 19.68076 760.0 1.7158352 true
<e> null grassObject grassObjAtlas 310.0 19.68076 760.0 1.7158352 true
<e> null grassObject grassObjAtlas 315.0 17.274971 760.0 1.0112633 true
<e> null grassObject grassObjAtlas 315.0 17.274971 760.0 1.0112633 true
<e> null grassObject grassObjAtlas 320.0 14.663792 760.0 1.8650594 true
<e> null grassObject grassObjAtlas 320.0 14.663792 760.0 1.8650594 true
<e> null grassObject grassObjAtlas 325.0 12.81834 760.0 1.2034903 true
<e> null grassObject grassObjAtlas 325.0 12.81834 760.0 1.2034903 true
<e> null grassObject grassObjAtlas 330.0 12.552235 760.0 2.6449175 true
<e> null grassObject grassObjAtlas 330.0 12.552235 760.0 2.6449175 true
<e> null grassObject grassObjAtlas 335.0 12.390327 760.0 2.658863 true
<e> null grassObject grassObjAtlas 335.0 12.390327 760.0 2.658863 true
<e> null grassObject grassObjAtlas 340.0 11.784357 760.0 2.3925493 true
<e> null grassObject grassObjAtlas 340.0 11.784357 760.0 2.3925493 true
<e> null grassObject grassObjAtlas 345.0 9.932206 760.0 1.2527852 true
<e> null grassObject grassObjAtlas 345.0 9.932206 760.0 1.2527852 true
<e> null grassObject grassObjAtlas 350.0 8.378951 760.0 1.7387314 true
<e> null grassObject grassObjAtlas 350.0 8.378951 760.0 1.7387314 true
<e> null grassObject grassObjAtlas 355.0 6.8407288 760.0 2.0965154 true
<e> null grassObject grassObjAtlas 355.0 6.8407288 760.0 2.0965154 true
<e> null grassObject grassObjAtlas 360.0 5.9081993 760.0 2.6245394 true
<e> null grassObject grassObjAtlas 360.0 5.9081993 760.0 2.6245394 true
<e> null grassObject grassObjAtlas 365.0 4.857183 760.0 2.3604493 true
<e> null grassObject grassObjAtlas 365.0 4.857183 760.0 2.3604493 true
<e> null grassObject grassObjAtlas 370.0 5.2031713 760.0 1.2298458 true
<e> null grassObject grassObjAtlas 370.0 5.2031713 760.0 1.2298458 true
<e> null grassObject grassObjAtlas 375.0 5.4090357 760.0 2.8251328 true
<e> null grassObject grassObjAtlas 375.0 5.4090357 760.0 2.8251328 true
<e> null grassObject grassObjAtlas 380.0 6.005637 760.0 1.5032837 true
<e> null grassObject grassObjAtlas 380.0 6.005637 760.0 1.5032837 true
<e> null grassObject grassObjAtlas 385.0 6.389541 760.0 1.0316736 true
<e> null grassObject grassObjAtlas 385.0 6.389541 760.0 1.0316736 true
<e> null grassObject grassObjAtlas 390.0 6.5126605 760.0 1.2643901 true
<e> null grassObject grassObjAtlas 390.0 6.5126605 760.0 1.2643901 true
<e> null grassObject grassObjAtlas 395.0 5.2049193 760.0 2.9668064 true
<e> null grassObject grassObjAtlas 395.0 5.2049193 760.0 2.9668064 true
<e> null grassObject grassObjAtlas 400.0 3.460122 760.0 2.3593152 true
<e> null grassObject grassObjAtlas 400.0 3.460122 760.0 2.3593152 true
<e> null grassObject grassObjAtlas 405.0 2.2113705 760.0 2.2034912 true
<e> null grassObject grassObjAtlas 405.0 2.2113705 760.0 2.2034912 true
<e> null grassObject grassObjAtlas 410.0 1.4379711 760.0 1.9843848 true
<e> null grassObject grassObjAtlas 410.0 1.4379711 760.0 1.9843848 true
<e> null grassObject grassObjAtlas 415.0 1.8005793 760.0 1.0462061 true
<e> null grassObject grassObjAtlas 415.0 1.8005793 760.0 1.0462061 true
<e> null grassObject grassObjAtlas 420.0 2.8333066 760.0 1.7206888 true
<e> null grassObject grassObjAtlas 420.0 2.8333066 760.0 1.7206888 true
<e> null grassObject grassObjAtlas 425.0 3.2351217 760.0 2.2530706 true
<e> null grassObject grassObjAtlas 425.0 3.2351217 760.0 2.2530706 true
<e> null grassObject grassObjAtlas 430.0 4.158321 760.0 2.0028775 true
<e> null grassObject grassObjAtlas 430.0 4.158321 760.0 2.0028775 true
<e> null grassObject grassObjAtlas 435.0 5.9100385 760.0 2.6077385 true
<e> null grassObject grassObjAtlas 435.0 5.9100385 760.0 2.6077385 true
<e> null grassObject grassObjAtlas 440.0 8.095171 760.0 1.4127705 true
<e> null grassObject grassObjAtlas 440.0 8.095171 760.0 1.4127705 true
<e> null grassObject grassObjAtlas 445.0 8.867371 760.0 1.3071258 true
<e> null grassObject grassObjAtlas 445.0 8.867371 760.0 1.3071258 true
<e> null grassObject grassObjAtlas 450.0 9.0127125 760.0 2.3608189 true
<e> null grassObject grassObjAtlas 450.0 9.0127125 760.0 2.3608189 true
<e> null grassObject grassObjAtlas 455.0 8.703969 760.0 1.662174 true
<e> null grassObject grassObjAtlas 455.0 8.703969 760.0 1.662174 true
<e> null grassObject grassObjAtlas 460.0 9.210031 760.0 1.1947227 true
<e> null grassObject grassObjAtlas 460.0 9.210031 760.0 1.1947227 true
<e> null grassObject grassObjAtlas 465.0 8.617163 760.0 1.8549505 true
<e> null grassObject grassObjAtlas 465.0 8.617163 760.0 1.8549505 true
<e> null grassObject grassObjAtlas 470.0 7.16286 760.0 1.634681 true
<e> null grassObject grassObjAtlas 470.0 7.16286 760.0 1.634681 true
<e> null grassObject grassObjAtlas 475.0 5.80381 760.0 2.86466 true
<e> null grassObject grassObjAtlas 475.0 5.80381 760.0 2.86466 true
<e> null grassObject grassObjAtlas 480.0 5.535297 760.0 2.5401745 true
<e> null grassObject grassObjAtlas 480.0 5.535297 760.0 2.5401745 true
<e> null grassObject grassObjAtlas 485.0 6.0447783 760.0 2.6070275 true
<e> null grassObject grassObjAtlas 485.0 6.0447783 760.0 2.6070275 true
<e> null grassObject grassObjAtlas 490.0 5.681443 760.0 2.5064027 true
<e> null grassObject grassObjAtlas 490.0 5.681443 760.0 2.5064027 true
<e> null grassObject grassObjAtlas 495.0 5.732295 760.0 2.7967408 true
<e> null grassObject grassObjAtlas 495.0 5.732295 760.0 2.7967408 true
<e> null grassObject grassObjAtlas 500.0 5.833995 760.0 2.5933843 true
<e> null grassObject grassObjAtlas 500.0 5.833995 760.0 2.5933843 true
<e> null grassObject grassObjAtlas 505.0 6.3198 760.0 2.0431242 true
<e> null grassObject grassObjAtlas 505.0 6.3198 760.0 2.0431242 true
<e> null grassObject grassObjAtlas 510.0 5.844806 760.0 2.8123279 true
<e> null grassObject grassObjAtlas 510.0 5.844806 760.0 2.8123279 true
<e> null grassObject grassObjAtlas 515.0 4.455186 760.0 1.7582045 true
<e> null grassObject grassObjAtlas 515.0 4.455186 760.0 1.7582045 true
<e> null grassObject grassObjAtlas 520.0 3.6577535 760.0 2.8185344 true
<e> null grassObject grassObjAtlas 520.0 3.6577535 760.0 2.8185344 true
<e> null grassObject grassObjAtlas 525.0 2.78083 760.0 1.1582338 true
<e> null grassObject grassObjAtlas 525.0 2.78083 760.0 1.1582338 true
<e> null grassObject grassObjAtlas 530.0 2.9444466 760.0 2.8553734 true
<e> null grassObject grassObjAtlas 530.0 2.9444466 760.0 2.8553734 true
<e> null grassObject grassObjAtlas 535.0 2.3350456 760.0 1.0702856 true
<e> null grassObject grassObjAtlas 535.0 2.3350456 760.0 1.0702856 true
<e> null grassObject grassObjAtlas 540.0 1.6183877 760.0 1.408625 true
<e> null grassObject grassObjAtlas 540.0 1.6183877 760.0 1.408625 true
<e> null grassObject grassObjAtlas 545.0 0.6594162 760.0 1.5416827 true
<e> null grassObject grassObjAtlas 545.0 0.6594162 760.0 1.5416827 true
<e> null grassObject grassObjAtlas 550.0 -0.29915845 760.0 1.5947456 true
<e> null grassObject grassObjAtlas 550.0 -0.29915845 760.0 1.5947456 true
<e> null grassObject grassObjAtlas 555.0 -0.7213872 760.0 1.0499506 true
<e> null grassObject grassObjAtlas 555.0 -0.7213872 760.0 1.0499506 true
<e> null grassObject grassObjAtlas 560.0 -0.2661761 760.0 2.1317654 true
<e> null grassObject grassObjAtlas 560.0 -0.2661761 760.0 2.1317654 true
<e> null grassObject grassObjAtlas 565.0 -1.1356243 760.0 1.1141642 true
<e> null grassObject grassObjAtlas 565.0 -1.1356243 760.0 1.1141642 true
<e> null grassObject grassObjAtlas 570.0 -1.4508657 760.0 1.2201087 true
<e> null grassObject grassObjAtlas 570.0 -1.4508657 760.0 1.2201087 true
<e> null grassObject grassObjAtlas 575.0 -0.3491137 760.0 1.5356996 true
<e> null grassObject grassObjAtlas 575.0 -0.3491137 760.0 1.5356996 true
<e> null grassObject grassObjAtlas 580.0 2.2983541 760.0 2.966481 true
<e> null grassObject grassObjAtlas 580.0 2.2983541 760.0 2.966481 true
<e> null grassObject grassObjAtlas 585.0 5.1932144 760.0 1.5994254 true
<e> null grassObject grassObjAtlas 585.0 5.1932144 760.0 1.5994254 true
<e> null grassObject grassObjAtlas 590.0 6.7966747 760.0 2.57217 true
<e> null grassObject grassObjAtlas 590.0 6.7966747 760.0 2.57217 true
<e> null grassObject grassObjAtlas 595.0 7.359933 760.0 2.1285176 true
<e> null grassObject grassObjAtlas 595.0 7.359933 760.0 2.1285176 true
<e> null grassObject grassObjAtlas 600.0 6.8049927 760.0 1.6139922 true
<e> null grassObject grassObjAtlas 600.0 6.8049927 760.0 1.6139922 true
<e> null grassObject grassObjAtlas 605.0 7.046896 760.0 1.1217806 true
<e> null grassObject grassObjAtlas 605.0 7.046896 760.0 1.1217806 true
<e> null grassObject grassObjAtlas 610.0 5.58083 760.0 2.8892438 true
<e> null grassObject grassObjAtlas 610.0 5.58083 760.0 2.8892438 true
<e> null grassObject grassObjAtlas 615.0 4.179631 760.0 1.157317 true
<e> null grassObject grassObjAtlas 615.0 4.179631 760.0 1.157317 true
<e> null grassObject grassObjAtlas 620.0 3.8695178 760.0 1.7742434 true
<e> null grassObject grassObjAtlas 620.0 3.8695178 760.0 1.7742434 true
<e> null grassObject grassObjAtlas 625.0 4.0078087 760.0 2.197577 true
<e> null grassObject grassObjAtlas 625.0 4.0078087 760.0 2.197577 true
<e> null grassObject grassObjAtlas 630.0 3.394135 760.0 2.4394212 true
<e> null grassObject grassObjAtlas 630.0 3.394135 760.0 2.4394212 true
<e> null grassObject grassObjAtlas 635.0 1.6303092 760.0 2.7864077 true
<e> null grassObject grassObjAtlas 635.0 1.6303092 760.0 2.7864077 true
<e> null grassObject grassObjAtlas 640.0 0.39900517 760.0 1.9337897 true
<e> null grassObject grassObjAtlas 640.0 0.39900517 760.0 1.9337897 true
<e> null grassObject grassObjAtlas 645.0 -1.2334137 760.0 1.8281953 true
<e> null grassObject grassObjAtlas 645.0 -1.2334137 760.0 1.8281953 true
<e> null grassObject grassObjAtlas 650.0 -4.151129 760.0 1.7405562 true
<e> null grassObject grassObjAtlas 650.0 -4.151129 760.0 1.7405562 true
<e> null grassObject grassObjAtlas 655.0 -7.1309366 760.0 2.6532464 true
<e> null grassObject grassObjAtlas 655.0 -7.1309366 760.0 2.6532464 true
<e> null grassObject grassObjAtlas 660.0 -5.0473003 760.0 1.3374774 true
<e> null grassObject grassObjAtlas 660.0 -5.0473003 760.0 1.3374774 true
<e> null grassObject grassObjAtlas 665.0 -2.104951 760.0 2.4041162 true
<e> null grassObject grassObjAtlas 665.0 -2.104951 760.0 2.4041162 true
<e> null grassObject grassObjAtlas 670.0 0.68175626 760.0 2.275355 true
<e> null grassObject grassObjAtlas 670.0 0.68175626 760.0 2.275355 true
<e> null grassObject grassObjAtlas 675.0 2.1629455 760.0 1.9579065 true
<e> null grassObject grassObjAtlas 675.0 2.1629455 760.0 1.9579065 true
<e> null grassObject grassObjAtlas 680.0 3.777271 760.0 1.8021827 true
<e> null grassObject grassObjAtlas 680.0 3.777271 760.0 1.8021827 true
<e> null grassObject grassObjAtlas 685.0 6.503262 760.0 1.6940433 true
<e> null grassObject grassObjAtlas 685.0 6.503262 760.0 1.6940433 true
<e> null grassObject grassObjAtlas 690.0 9.400443 760.0 2.8764362 true
<e> null grassObject grassObjAtlas 690.0 9.400443 760.0 2.8764362 true
<e> null grassObject grassObjAtlas 695.0 11.314899 760.0 2.021421 true
<e> null grassObject grassObjAtlas 695.0 11.314899 760.0 2.021421 true
<e> null grassObject grassObjAtlas 700.0 11.332294 760.0 1.0797012 true
<e> null grassObject grassObjAtlas 700.0 11.332294 760.0 1.0797012 true
<e> null grassObject grassObjAtlas 705.0 11.430891 760.0 1.3200189 true
<e> null grassObject grassObjAtlas 705.0 11.430891 760.0 1.3200189 true
<e> null grassObject grassObjAtlas 710.0 11.092847 760.0 1.2863029 true
<e> null grassObject grassObjAtlas 710.0 11.092847 760.0 1.2863029 true
<e> null grassObject grassObjAtlas 715.0 9.639166 760.0 1.9883578 true
<e> null grassObject grassObjAtlas 715.0 9.639166 760.0 1.9883578 true
<e> null grassObject grassObjAtlas 720.0 7.9711714 760.0 1.5872085 true
<e> null grassObject grassObjAtlas 720.0 7.9711714 760.0 1.5872085 true
<e> null grassObject grassObjAtlas 725.0 6.6512218 760.0 1.8089283 true
<e> null grassObject grassObjAtlas 725.0 6.6512218 760.0 1.8089283 true
<e> null grassObject grassObjAtlas 730.0 6.2307496 760.0 1.7897515 true
<e> null grassObject grassObjAtlas 730.0 6.2307496 760.0 1.7897515 true
<e> null grassObject grassObjAtlas 735.0 4.9157925 760.0 1.5696743 true
<e> null grassObject grassObjAtlas 735.0 4.9157925 760.0 1.5696743 true
<e> null grassObject grassObjAtlas 740.0 3.904366 760.0 1.4975395 true
<e> null grassObject grassObjAtlas 740.0 3.904366 760.0 1.4975395 true
<e> null grassObject grassObjAtlas 745.0 2.6489143 760.0 2.5627363 true
<e> null grassObject grassObjAtlas 745.0 2.6489143 760.0 2.5627363 true
<e> null grassObject grassObjAtlas 750.0 0.41391933 760.0 1.2713149 true
<e> null grassObject grassObjAtlas 750.0 0.41391933 760.0 1.2713149 true
<e> null grassObject grassObjAtlas 755.0 -2.8155167 760.0 2.5051222 true
<e> null grassObject grassObjAtlas 755.0 -2.8155167 760.0 2.5051222 true
<e> null grassObject grassObjAtlas 760.0 -5.173398 760.0 1.4178641 true
<e> null grassObject grassObjAtlas 760.0 -5.173398 760.0 1.4178641 true
<e> null grassObject grassObjAtlas 765.0 -7.033539 760.0 2.904258 true
<e> null grassObject grassObjAtlas 765.0 -7.033539 760.0 2.904258 true
<e> null grassObject grassObjAtlas 770.0 -8.225208 760.0 1.5679201 true
<e> null grassObject grassObjAtlas 770.0 -8.225208 760.0 1.5679201 true
<e> null grassObject grassObjAtlas 775.0 -9.388967 760.0 2.7701583 true
<e> null grassObject grassObjAtlas 775.0 -9.388967 760.0 2.7701583 true
<e> null grassObject grassObjAtlas 780.0 -11.322527 760.0 1.1841633 true
<e> null grassObject grassObjAtlas 780.0 -11.322527 760.0 1.1841633 true
<e> null grassObject grassObjAtlas 785.0 -12.66893 760.0 1.7322147 true
<e> null grassObject grassObjAtlas 785.0 -12.66893 760.0 1.7322147 true
<e> null grassObject grassObjAtlas 790.0 -13.274142 760.0 1.5670158 true
<e> null grassObject grassObjAtlas 790.0 -13.274142 760.0 1.5670158 true
<e> null grassObject grassObjAtlas 795.0 -13.065764 760.0 2.4605315 true
<e> null grassObject grassObjAtlas 795.0 -13.065764 760.0 2.4605315 true
<e> null grassObject grassObjAtlas 0.0 -39.64652 765.0 1.6602409 true
<e> null grassObject grassObjAtlas 0.0 -39.64652 765.0 1.6602409 true
<e> null grassObject grassObjAtlas 5.0 -38.788326 765.0 2.258779 true
<e> null grassObject grassObjAtlas 5.0 -38.788326 765.0 2.258779 true
<e> null grassObject grassObjAtlas 10.0 -37.915047 765.0 2.143004 true
<e> null grassObject grassObjAtlas 10.0 -37.915047 765.0 2.143004 true
<e> null grassObject grassObjAtlas 15.0 -35.984535 765.0 1.7584147 true
<e> null grassObject grassObjAtlas 15.0 -35.984535 765.0 1.7584147 true
<e> null grassObject grassObjAtlas 20.0 -33.60737 765.0 1.8538272 true
<e> null grassObject grassObjAtlas 20.0 -33.60737 765.0 1.8538272 true
<e> null grassObject grassObjAtlas 25.0 -30.305786 765.0 2.8047729 true
<e> null grassObject grassObjAtlas 25.0 -30.305786 765.0 2.8047729 true
<e> null grassObject grassObjAtlas 30.0 -27.706047 765.0 2.7298892 true
<e> null grassObject grassObjAtlas 30.0 -27.706047 765.0 2.7298892 true
<e> null grassObject grassObjAtlas 35.0 -26.085749 765.0 1.4171544 true
<e> null grassObject grassObjAtlas 35.0 -26.085749 765.0 1.4171544 true
<e> null grassObject grassObjAtlas 40.0 -23.60281 765.0 2.148669 true
<e> null grassObject grassObjAtlas 40.0 -23.60281 765.0 2.148669 true
<e> null grassObject grassObjAtlas 45.0 -21.021141 765.0 2.6921234 true
<e> null grassObject grassObjAtlas 45.0 -21.021141 765.0 2.6921234 true
<e> null grassObject grassObjAtlas 50.0 -18.662952 765.0 2.0956354 true
<e> null grassObject grassObjAtlas 50.0 -18.662952 765.0 2.0956354 true
<e> null grassObject grassObjAtlas 55.0 -17.78824 765.0 2.7974126 true
<e> null grassObject grassObjAtlas 55.0 -17.78824 765.0 2.7974126 true
<e> null grassObject grassObjAtlas 60.0 -17.12716 765.0 2.0003195 true
<e> null grassObject grassObjAtlas 60.0 -17.12716 765.0 2.0003195 true
<e> null grassObject grassObjAtlas 65.0 -15.129038 765.0 1.9001479 true
<e> null grassObject grassObjAtlas 65.0 -15.129038 765.0 1.9001479 true
<e> null grassObject grassObjAtlas 70.0 -11.0867 765.0 1.7137997 true
<e> null grassObject grassObjAtlas 70.0 -11.0867 765.0 1.7137997 true
<e> null grassObject grassObjAtlas 75.0 -6.836378 765.0 1.6456833 true
<e> null grassObject grassObjAtlas 75.0 -6.836378 765.0 1.6456833 true
<e> null grassObject grassObjAtlas 80.0 -3.3094764 765.0 1.0546751 true
<e> null grassObject grassObjAtlas 80.0 -3.3094764 765.0 1.0546751 true
<e> null grassObject grassObjAtlas 85.0 -0.30831397 765.0 2.341682 true
<e> null grassObject grassObjAtlas 85.0 -0.30831397 765.0 2.341682 true
